,raw_text,label
1870,@FaketragedyCom i know ,negative
1871,RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia,negative
1872,"@AnaM910 you should've told me, i would've met you there ",negative
1873,@wimjimjam yes yes yes... stupid people  UNLESS it's my twitter use? ROFL...but I use wi-fi at home :/,negative
1874,aww poor Nick he messed up  http://bit.ly/4pZ1Vo,negative
1875,@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!,negative
1876,"come on apple, approve twiteriffic fix for ipod already, i want twitter on the go again ",negative
1877,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,negative
1878,whoop maybe not. bk in bed with a frozen back ,negative
1879,incredibly sad @ANZozCEO is leaving us  http://tinyurl.com/capq2c,negative
1880,Why can't i just be happy for once? I hate this feeling. ,negative
1881,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",negative
1882,@humhow http://twitpic.com/7dect - HA!Found it! and you! Not a very cute pic of me though.   Looks like I am wiping your nose! LOL. Ha ...,negative
1883,"After readin hatz94's comment, i can't stop thinkin bout the recent school fight my friend got into... smashed his glasses... ",negative
1884,my scalp is burning ,negative
1885,@unmarketing I won't make it    you will have to be funny without me.,negative
1886,thinks bebem is angry at me  http://plurk.com/p/12nhu7,negative
1887,@TheLatency why didn't you mention it sooner? I missed it ,negative
1888,Why are my followers fluc-tu-ting? should my tweets bring more bling? ,negative
1889,Not feeling too well ,negative
1890,http://twitpic.com/6anik - UMass Boston Commencement '09 - It rained ,negative
1891,"@BeckyKingston yeah, but what time today ??!!  ",negative
1892,i still look like quasi modo ,negative
1893,"oh man I read all of your tweets of Jon and Kate, you guys were right, this is tragic sad.  oh man",negative
1894,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative
1895,I hate LINES! Waiting in lines not fun!! ,negative
1896,is a bit achey backed today  ...........which I think means I deserve a Muffin!!! HEATHER!!!!!!!!!!?,negative
1897,i'm leaving for my cross-country road trip in the morning and i'm already missing my bean girls! ,negative
1898,I wish Siri could tweet for me . @apple fix that .,negative
1899,#Twitter y #Facebook OFF,negative
1900, MOT didnt go v.well,negative
1901,@Sophcornwell I don't know what time i'll be in yet. I'm not allowed to drive in though ,negative
1902,"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",negative
1903,"So I just watched the video by taylor swift &quot; you belong with me&quot; it's so cute, but happy ending don't happen that often ",negative
1904,oh noez! i think my ipod is broken ,negative
1905,"You know you from Philly or the surrounding area when you dont say &quot;Boy&quot;, you say &quot;BOL&quot;. lol I left MD before I could learn slang. ",negative
1906,wat is so inconsitent about it ,negative
1907,@hye_jin i'm actually back at tcnj taking classes  omgsh you're in belize?! so lucky!! how long are you there for?? oo what are the NCLEX?,negative
1908,@hollywudbabylon what time? Roxy has an auction til god knows when tonight ,negative
1909,@PriJain that is just too sad and horrible... ,negative
1910,i feel like I've been hit by a truck and I really cannot concentrate on my work right now  mind is going round in circles ugh,negative
1911,"it's so hot outside. i think i'm gonna die. lalalal, Gertu ruined George's picture in Elle. WÃÃÃÃÃÃÃÃÃÃÃÃÃÃÃÃÃ ",negative
1912,my darlinÂ´s sad  and i feel fucked up  i miss him sooooooooooo bad ...BABY I love You,negative
1913,@ciara_sherry no fair....  I need to cinema quickly- gotta see Transformers 2!,negative
1914,"too tired, i canï¿½t stay awake..but i must finish work for sunday ",negative
1915,http://bit.ly/Wl9yL  i want to go here ,negative
1916,Goin to visit mommom n poppop...my poppop has to get surgery ,negative
1917,@embeep sorry about your sadness  I'll be home next weeked. we can faff about and stalk celebs on twitter,negative
1918,My friends make me soo happy!! &amp;&amp; My Slater too!! He's tkin steps!!! Soon he will be too heavy for the helicopter  then what do i do? :/,negative
1919,@justrena squirrels reply to you. You're awesome for getting replies. I never get replies. ,negative
1920,My ipod broke...no more music...  ,negative
1921,June 16th is way too far! ,negative
1922,"eurgh, insomnia sucks ",negative
1923,"feeling sick   going to beed , nighty night!!",negative
1924,@so_zwitschert There's supposed to be a &lt;3 at the end of my last tweet but I guess twitter ate it ,negative
1925,"Great my car just stopped on me got it to run again, but i stopped and cant see whats wrong with it. ",negative
1926,last few hours in nyc  trying to find some aloe here in the city. face = leathery and soo burnt,negative
1927,thanks @msoop . I just decided to drop though...  I'm really not happy about it but a&amp;p just doesn't click for me,negative
1928,Lonely...   ,negative
1929,@shaundiviney i fucking missed my call! what happens then ,negative
1930,Closing with gail.  miss my boyfriend. I love you.,negative
1931,"@rhettroberts Apart from being at work, I'm well thanks. I hope you're not getting a cold or flu! That would suck ",negative
1932,does not want to go to sixth period. ,negative
1933,too early  today and tomorrow and then im done. its gonna be the longest two days of my life,negative
1934,Anyone heard of a Ctrl key locking under Windows? Presume there's a shortcut to lock/unlock. Just had to force reboot ,negative
1935,"&quot;The air so much easier, when sea foam green is in fashion&quot; I hate Brandon Boyd, he forgot to put me on the guest list last night ",negative
1936,I ate half the tub of ice-cream! I would've finished it off if it wasn't for my parents ,negative
1937,@doshdosh sadly nothing is safe from spammers and/or marketers ,negative
1938,@Robby_Rob What Happend To Your Disney Account On Youtube ,negative
1939,@Amelia_Grace Because guys feel hurt too they just have a different way of showing it ,negative
1940,"wish a never got the daft tattoo, a canny sunbed  lol",negative
1941,"When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"").",negative
1942,"@f_nadzirah cant sleep,go online! hahaha @bobbyden and @faidchong misses you too ",negative
1943,off today and it's supposed to rain wtf  just my luck,negative
1944,@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck ,negative
1945,"Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed",negative
1946,@Jayme1988 @AJM1030 @Eric_Chambers I agree: accents are who you are and that is good &amp; Eric's is &quot;wicked strong&quot; ..I don't have an accent ,negative
1947,"RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????
Wtf!!!!",negative
1948,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative
1949,ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman,negative
1950,Good Morning Twitterverse!!! Just woke up with pancakes on the brain! That's a mess right!  lol,negative
1951,@jeremiahxglen You're leaving me at Bridgeway!? ,negative
1952,"@GalacticaQuorum The book looks really cool; and I really, really miss the show!!  ",negative
1953,doesnt like that her boys @nkotb and @backstreetboys dont like each other ,negative
1954,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative
1955,OMG..SHE SLEEP NOW AIN'T THIS A &quot;B***H&quot; ,negative
1956,Jean Michel Jarre concert tomorrow  gotta work 7-3 before though ,negative
1957,"@evilgurl I think I'll attempt church, and then back to bed/couch for sure  xoxooxoxox",negative
1958,@MrTonySays I tried to #Google the word #Visigoth and apparently  #Google didn't know either cause my  phone froze.,negative
1959,"i got into a fight with self tanner, and it won ",negative
1960,trying to sleep but i am not tired ,negative
1961, This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.,negative
1962,"yo, @apple, this update is a disaster",negative
1963,#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT,negative
1964,for some reasin i cant seem to sign into my admin for my site ,negative
1965,ughhhh icing my swollen leg ,negative
1966,A rainy day &amp; a snotty nose. No fun ,negative
1967,Never purchasing another item from @apple.,negative
1968,@ChristPA I really don't wanna be a vampire loving tween ,negative
1969,On me way to work  baddd times,negative
1970,"Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple, I'm going back to your Genius Bar to complain. #annoyed",negative
1971,@CeladonNewTown  Clean Me!,negative
1972,@joannejacobs I'd like to criticise #Microsoft's Steve Ballmer face-to-face for all the pain & suffering their products cause. #justsaying,negative
1973,let the summer work begin school and bakeside is my life ,negative
1974,Oh no! I used my internal sig for an external e-mail  damn. #fb,negative
1975,@jendavis I understand! I've put 70k on the car I've had for just 3 years ,negative
1976,oh shitttttttttttttt it's sinking in that im going to see FOB. fuck yeah! (even though im still very sad i missed BND  ),negative
1977,@JillzWorth ohhh no..boooo  I'm running around. not on much today. sowwy  ,negative
1978,Won our first 4 games and lose one and we out     very wet,negative
1979,Hallelujah for payday!! Although half my money is gone already ,negative
1980,@popnwave Isn't it always the case... ,negative
1981,Finally got around to watching Twilight. A little unimpressed! ,negative
1982,@DMosley had the worst experience w/ auto pay. Don't recommend it. In 140 characters $700 was taken out of my a/c &amp;took a month to return ,negative
1983,Inevereverwanttofallinloveagain.  What a terrible tweet! Today sucks.,negative
1984,"@metaMeerkat  Yes, seems to be down  ....",negative
1985,Had issues with #Siri reaching network today. Too many uses or my signal? @apple,negative
1986,"#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w",negative
1987,#Retweets section of my #twitter account has not been working for 17 hours! Is Everyone else having this problem? #RT #RTs,negative
1988,@ericajo42 @saynerd01 oh look! it's our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpg  hahha i wish ,negative
1989,"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. ",negative
1990,Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....,negative
1991,bye cor ,negative
1992,I can lose a lover but i cant lose a friend.  ESOTSM;,negative
1993,"@Shockbox I think my face has been a little too heated  I'm not bringing out the fan just yet, though.",negative
1994,@kat_marshall its the end of the month - and iv spent all of my wages already  darn only getting 8 hrs a week ,negative
1995,playing scrabble and I suk at it ,negative
1996,@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!,negative
1997,Had a great dinner w/ family~hubby leaving tomorrow for 6 days  I'm missing him already ,negative
1998,@JackAllTimeLow I think I'd enjoy it more if it wasn't so smoky  but we'll probably go!,negative
1999,@theoneinpink SV widget 2 FB but says wrong co.  Thought U'd wanna kno. Also blogd abt @SocialVibe http://bit.ly/LJB9W Thnx!,negative
2000,the inevitable is here..... i must now get up ,negative
2001,@jaystewart o_O how could you do that? I feel sick too. Some undiserving person got an apple product. ,negative
2002,@rosatti bummer your internet wasn't cooperating last night ,negative
2003,beginning to feel a bit under the weather ... ,negative
2004,Art's graduation is today. Why is every fast food place in town packed right now? ,negative
2005,And the kids are still in school. Its been like a month since I've been out. My eyebrows itch and i'm terribly home sick. ,negative
2006,@ahj Do you really reply to people?  I never get any replies because I am nobody of importance ,negative
2007,busy like hell    i hate mondays!,negative
2008,first thing on #google's to do list: hire a performance coach.,negative
2009,Reading tweets 'till I fall asleep... have a toothache ,negative
2010,"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!",negative
2011,@SteveStucker I am lost. Please help me find a good home. ,negative
2012,enjoyed riding today with HYMS even if someone termed it an ego inflator lesson ,negative
2013,"@toastcommunism yeah  i hate rpattz, i just want taylor for two hours. half naked.",negative
2014,@girl_from_oz its gna be ruined so bad ,negative
2015,Revisig for french speaking exam ,negative
2016,awww crap. have to report at 830 ,negative
2017,Being siick. Graad on Mondaay.       ,negative
2018,My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!,negative
2019,grounded ,negative
2020,My bathtub is angry at me ,negative
2021,"Thats it,break time over.Got2go bk2wk now. ",negative
2022,#BSG complete series #bluray available for pre-order at amazon. US$245 though so it's a bit out of my price range  http://bit.ly/r63EP,negative
2023,is still a little sick and doesnt really feel like going to work tomorro ,negative
2024,"Market flavors are up!!  SF Health Dept is UNRESPONSIVE, so we'll see if I get into Stonestown by Sunday   http://bit.ly/JPOZK",negative
2025,"Been working hard. London had glorious weather, came back to Kent and it was raining ",negative
2026,Got a meeaannn hangover!!  Didn't even make it to work.,negative
2027,front desk duty again and I forgot a book again  ,negative
2028,#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig,negative
2029,@JosephLane sorry to read about your grandmother's passing. ,negative
2030,headache still not lifted. additional symptoms. looks like pill-popping all day ,negative
2031,#fail on the face recognition not working #google #samsung,negative
2032,http://twitpic.com/8crdt - @DominiqueWard they wrapped my apple pie in a bacon and egg mcmuffin packet  cheap shits!! LOL but there you go,negative
2033,in on a saturday night  tragic!,negative
2034,"Im in da library, noelle and Kayla and connie just left. should i? maybe cuz im really bored. noone 2 chat and laugh with. ",negative
2035,anyone else experiencing problems sending photo's through Shozu to Twitpic? my photo's are not showing up in Twitter... ,negative
2036,packing up my room ,negative
2037,"LiLo might be looking for a british best friend, i wanted to be Paris's But they said i was to young  boohoo",negative
2038,"@natti26 oh well, its just what can happen.  It actually got worse, with my HD camera and phone going too! ",negative
2039,The problem with being away from home 4 weeks &amp; returning: The Sub Zero has Sub Zero Food in it.    Bad Planing I #fail,negative
2040,this flat hunting malarky is rubbish ,negative
2041,This is not good... I work by myself tomorrow.. I don't know what I'm doing.. This can't end well ,negative
2042,"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple",negative
2043,"@mileycyrus i wish ya the best , i feeel so bad , bec i can't vote for ya ",negative
2044,@IRe_laNd ,negative
2045,"#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused.",negative
2046,My legs won't let me go to sleep ,negative
2047,Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations,negative
2048,"@NotoriousREV By the way, you wouldn't want to see my arse in leathers. They don't make cows that big! ",negative
2049,@OfficialBabyV you dont  unfortunatly,negative
2050,heyhey its dede. im so bored but im helpn my lil bro clean out his room and its a pain in the ass!!!! i stepd on somen and hurtd my foots ,negative
2051,Going to chrio then for blood work blah I hate being sick I've felt gross for the last month ,negative
2052,@mileycyrus What do you do when you like a girl but are afrad to ask them out? I've never had a girlfriend yet ,negative
2053,@daaymgirl @nez23 soalnyah dia makin lama making me sick ,negative
2054,"@msashleyvee omg, mommy, who's cutting your hair!? don't cut it ",negative
2055,@kanibusrex its not too bad. I just got cursed out though  http://myloc.me/29dB,negative
2056, i'm bored &amp; apparently everyone hates me tonight.,negative
2057,I'm falling asleep on the counter. Literally. Resting my head on my arms and pretty close to sleeping. It's so BORIIIING. ,negative
2058,Kevin Smith speaking at Carnegie Hall! i'm too broke to go  but still uber exciting ,negative
2059,@nutone boooo I'm not open for upgrade till Feb 2010! ,negative
2060,"Ahh, my little cat is sick ",negative
2061,Had another super busy day. I miss you twits  Hopefully tomorrow will be better!!!,negative
2062,@Appledoe CRIES. Stop reminding me that I'm NOT a beta tester on sg or au ,negative
2063,Very upset to learn that the Georgia Theater is on fire... and pretty much completely gone.    ,negative
2064,just watched the #GalaxyNexus announcement by #Google and #Samsung.. The only thing keeping me from buying? It's only on #Verizon. #FAIL,negative
2065,The line at the @apple is just STUPID,negative
2066,     I dont like this weekend.. Huhuhu ( (,negative
2067,On my way to Singing Sands. Still want to know how my dream would have ended  it was such a good dream!!! Ahhh well ,negative
2068,is knee deep in exams and coursework for the next 3 weeks ,negative
2069,It stings  ouch,negative
2070,@XGraceStAcKX the numbers are in a machine sorry  maybe it wasn't me who called?,negative
2071,@FabMissK its on my i pod and honestly you bitches don't have to take subways... books aren't fun there ,negative
2072,"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative
2073,wishes finding friends in Twitter would be as easy as in Facebook ,negative
2074,"Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed",negative
2075,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative
2076,"@mumdance Aw, ok I see I Jack. Gotta have boobs to get a beat,eh? ",negative
2077,@selenagomez u know cuz ur ex nick jonas is there and all!  pretty darn sad really how all u girls fuck each othe over on disney,negative
2078,@imxtian Kris Allen doesn't have a Twitter account thought.  #happybdaykrisallen,negative
2079,Is still in bed with kidney stones !! Worst pain ever ,negative
2080,"@Lando_twit I know, I know...but I had to go away for a couple days to do useful things  unfortunately I'm from the UK, US code less handy",negative
2081,Which sucks because it's so nice outside.....and im going to miss out on a fun evening ,negative
2082,@thevowel The Marketplace is still down though ,negative
2083,is reading New Moon. Can't wait to get to the happy part! It's so sad right now. ,negative
2084,basically i missed the talk     but managed 2 cover the test area 4 philosophy! i still have 2 revise though coz i still didn't memorize,negative
2085,Omg i want food! I'm gonna be here forever. ,negative
2086,"@shelby53094 Yeah, we've got a lot of lightning right now! -_- I think I'm gonna hav to turn the computer off soon too!  (haha! Sry!.....",negative
2087,no one knows mercyful fate ,negative
2088,"#Microsoft, #Adobe lose $13.5bn to piracy: Report - The Times of India http://t.co/5IbOBNrH",negative
2089,@eisen yes but you recommended it! my twitterfall is hanging ,negative
2090,Looks @JonathanRKnight may be done twittering already  (usually I miss all the fun when he is on) Ok time for sleep. Good Night to all!,negative
2091,i am well rehursed and ready for the wedding tomorrow! but i am missing the fun times in tenn with everyone ,negative
2092,"@Danthol Yeah, I know.    It's been tough; our schedule's completely thrown off the last few wks.  Really hoping to record this week.",negative
2093,http://bit.ly/JwCml   i cried my eyes out.  the song tht explains everything with me and him.&lt;3,negative
2094,@EDInteriors I'm already at mine.  I have a window - it doesn't make it better! ,negative
2095,Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ,negative
2096,Now in line for the famous Leng Kee Beef Kuay Teow! 11ppl ahead of me  But fr experience it's always been worth the wait!,negative
2097,I hate going to the cottage when there are millions of other things to do  *sigh*  ,negative
2098,Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.,negative
2099,@TimNunn we can't even get in on the INTERNET...i seriously doubt it ever makes it to the iphone ,negative
2100,@CelesteFay oh no  ice ice baby,negative
2101,"@dougiemcfly I'm not going to the Porto Alegre concert, so I can't bring Eclipse for you! ",negative
2102,Heartburn...? WTF!?! i cant win ,negative
2103,twitter has been getting pretty boring  thats sad (,negative
2104,Oh my butt is sore from sitting on a lousy chair ,negative
2105,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative
2106,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative
2107,@ebeck123 why whats wrong ,negative
2108,@endlessblush yeah  maybe move Friday to another day me thinks... Got blown off the other day for one of the others (O was home so no go),negative
2109,so we came in fourth place for trivia. oh well. ,negative
2110,@head_scan shame... take care of yourself   hope you feel better tomorrow,negative
2111,@babydollniki Homagawd you gone lost yo mind ,negative
2112,@jennifermilano not yet; glad you like www.kayak.com/team/ - some folks think our hotness filter (random) should be removed ,negative
2113,Bored bored bored bored bored!.! Im so Invisible.!  People dont love me :p,negative
2114,just woke upp .... wanna go back to sleeep ,negative
2115,@jamiemp ahhh no drunkness the 1st day of the week ,negative
2116,[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX,negative
2117,omfg nothing 2 freakin do! Friends-NONE at home- all gone out! TV- NOTHING on  Family-all doing very boring stuff dunno wat else 2 do! ,negative
2118,&quot;You have to be aware of the outcome of your actions eric .&quot;  ,negative
2119,3 cheers for losing the cell phone charger cable ,negative
2120,What's wrong with Siri today @apple,negative
2121,i feel like i'm still in 7th grade. i hate this leveling up thang. if only we can just fail schoool &amp; stay 7thgrade forevahhhhh ,negative
2122,is revising for her history exam tomorrow  x,negative
2123,Wanna play ,negative
2124,last night having Claire around  and really hoping her time in the US will be quite simply amazing! ,negative
2125,@SaidaGP what's happened to your rabbit? ,negative
2126,@amytheallen no... 19  I'd assume they'd check if I actually DID win something,negative
2127,"good morning XOXO, still not feel very well ",negative
2128,Gonna start packing today only a week left in halls ,negative
2129,Good morning tweoples! When is june 17 in Apple world? I don't see the iPhone 3.0 update ,negative
2130,"jel tko za kavu, piwu or smtng? dosadio mi je The Killers weekend na MTV ",negative
2131,@lesliestaysup  but I like my voice,negative
2132,today has been so annoying first i walk to get hair dye and they don't even sell it and then the gym was closed ,negative
2133,@laurenzettler i don't even have $5k to move out of my own house... so I can't donate it to anyone else! sorry ,negative
2134,Really wants some phÃ² rite now ,negative
2135,@BLUEEYEDLADY56 she did ok. They paralyzed her to make it. She is on 90 on the vent ,negative
2136,Fuck #microsoft i love them to death but that red ring and no free xboxlive is killing me. #Sony all day :-\,negative
2137,@emotionalpedant That is so scary and sad. ,negative
2138,is working and bored ,negative
2139,"Be kind, rewind today as I need to start my day over!  ",negative
2140,I am wracking my brain trying to figure out WHAT #orchestragreen could be announcing. Adam is mean ,negative
2141,@apple not happy with Apple today. I did the suggested software update and now nothing works!!!,negative
2142,#Twitter ain't showing my current mentions or my tweets retweeted #Ughh,negative
2143,"@riskyrevenge Wait, what? Sick? ",negative
2144,i think my gf has died ,negative
2145,@badgirltanisha I miss seeing you ,negative
2146,@justkaty I blame josh &amp; bff ..she was sick earlier &amp; so was josh ,negative
2147,@AmeriKanPsyKo when did yall go to Ihop  I'm super sad now!,negative
2148,"@danluvisiart God, I wanna see it! I can't until Sunday, though. FML ",negative
2149,Work. Work. Work. Work. Work. ,negative
2150,N da iis  cuz iii dont talk 2 hoy lyk the old dayz ,negative
2151,@henryofchang lucky at least you're doneeeeeee  have fun in SD,negative
2152,bored yesterday....bored today....bored tomorrow....... summer :/...... where are my friends!!!!! ,negative
2153,@lexy315 I'm sad the Lakers lost today  They got too confident!,negative
2154,On the road headed back to lala land  ***tears***,negative
2155,Doesn't Know If to make my Wish copme true or stay with this crappy unknown life ,negative
2156,"@stutterdude It's tough to type w/o fingers, and speech recognition don't work too well w/ our people ",negative
2157,@dinno and I'm going to offline for long time  hope i will have GPRS connection in my village so that i can tweet,negative
2158,Violence: bloodbath in Landgericht Landshut... 	 Germany is no longer safe  ,negative
2159,@Readwritelive You're lucky! It hasn't rained here in about four months! ,negative
2160,@andysc Probably just different. Welcome to proprietary driver development ,negative
2161,HISTORY ESSAY ,negative
2162,on my way to work.  ihop tonight with ezelle!,negative
2163,@donaji23 hey can we still mk tostones ?  .please,negative
2164,@tear__catcher no ,negative
2165,#TWITTER SUCKS FOR HAVING A #FOLLOW LIMIT =\,negative
2166,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg,negative
2167,Just slammed my finger in the door.  Ouchie.  ,negative
2168,fat guy falling asleep on me on the bus ,negative
2169,"@PaulKCMF I want to kill the ex at the moment, but I'd get in trouble for it ",negative
2170,@Joanne_Luvli keep me posted please.. ,negative
2171,"@tommcfly hey Tom, I'm waiting for you back to Brazil cuz I didn't go to your last concert here  are you coming in October?",negative
2172,Lecture Notes in Financial Economics pdf ebook:  http://t.co/7gJQvEwN #google,negative
2173,Jealous of everyone who has a long weekend as oppose to me who foes not ,negative
2174,Missin my girls so much right now   its so hard it hurts,negative
2175,@syazanaa I'm hungry la.  Healthy food is SO not satisfying.,negative
2176,@TreeYourWorld shame! and you're so close to launching  oh well the munney grubbers come out when they see a good thing like the 'your',negative
2177,@Tharomas 24 ,negative
2178,Just searching with my voice on my 2 year old nexus one @apple.,negative
2179,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative
2180,The invisible rash is.... unbelieveably itchy. It comes and goes and I have no idea why  Dunno if it's the sun. I can't stand it,negative
2181,#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI,negative
2182,@reverieBR The image isn't showing up for me. ,negative
2183,just had a shower now watchin sum crap on tv ,negative
2184,hardcore bummed out right now.  missing ktw and my dad. june's a hard hard month for me.,negative
2185,I wanna sleep but i cant cuz i have to go to school ,negative
2186,Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google,negative
2187,Thought da I could handle it... but I really can't... I misssss...... so much!!! ,negative
2188,My son turns 14 tomorrow. What he wants (XBox and aggressive skates) he's not getting. Any other ideas? ,negative
2189,@diddlez you has a bad timings ,negative
2190,@numberfortyfour oh my  get well soon! *sends healthy vibes*,negative
2191,"@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. 
Car is sweet SYNC is #EpicFail",negative
2192,@DonnieWahlberg: What happened to the Asian love on the unofficial video? I guess mine didn't make the cut. ,negative
2193,Waiting for Will to get home  Starting to feel lonely  Missing Will!!!,negative
2194,@MaggieKb24 I know!  I love this laker team... and wish it can stay this way lol.. but ah well. :/,negative
2195,My head hurts ,negative
2196,wants edward cullen  (the car),negative
2197,I'm tired .. going to bed .. church tomorrow  .. gonna be weird though .. without all these peeps including him .. ,negative
2198,@stephhie101 i know !  i'm soo sad ,negative
2199,@ceejux: whenever i get the chance. I work and have no car ,negative
2200,@gypsydancer13 wow girl look at that old phone in the pic! you look cute with bangs! HOW do you get the ringlets? not like I can do it  ha,negative
2201,@apple why is my iPhone battery so crappy #fail,negative
2202,i want my cable back.. when i watch stuff on the computer i have to wait till after it comes out!! lolz but it takes 4ever to load tooo ,negative
2203,@MyTwitsAreReal  now u can come to new york to visit me and jan!,negative
2204,"@donnamcaleer Unfortunately, given that UConn has won every game this season by double digits, I don't hold out much hope for that. ",negative
2205,"Alrighty, having 4am snack, then bed. It's been a fun weekend, but back to studying now   (by studying I mean writing fic of course! )",negative
2206,And with one of my best friends too! Love you @G_Lexi &lt;3. Too bad @lisa_nonstop couldn't come... ,negative
2207,@MissSomething AH-greed...5 tums and I'm still laid out ,negative
2208,is off to go and watch jaws 2 in my room so no internet damn ,negative
2209,@TherealGage ummm i didnt get a email ,negative
2210,"@ddlovato Well, I was praying that you were going to be 1 of the special guests at the JB concert this sat. in Dallas, but i guess not ",negative
2211,Kirsten is never up in the morning. And i think she is mad at me ,negative
2212,@emzyjonas im getting mine on friday i hope they dont all go ,negative
2213,"Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac",negative
2214,Getting pulled over...not a good ending for tonight...especially for my poor bf ,negative
2215,RT @EA_Jorge: I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ...,negative
2216,it's raining today ,negative
2217,ahhh noooo.....now everyone will know I'm gullible ,negative
2218,still hav my cough! now it mite be bronchitis!  bec everytime i cough my chest hurts! so dont lik doctors...,negative
2219,"just used my new DevaCurl diffuser! LOVE IT 5 stars! not liking my new hair cut though, a little too short ",negative
2220,has a phone again! But my computer je dead i think ,negative
2221,I finally signed up on @ rotocasted. Happily adding to my Collection n Wishlist but am annoyed the site only shows up properly on Safari ,negative
2222,"#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN",negative
2223,"My brother-in-law is in town, he's a federal prosecutor, and they use comic sans on the DOJ ID cards.  ",negative
2224,"@Blockpartypress OH jeez, so sorry to hear that!  Best wishes on his recovery, tho I know that is little comfort ",negative
2225,@licokitty ive gone thru 90..75 of seans..i have no more monies ,negative
2226,The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google,negative
2227,For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?,negative
2228,@iamjonathancook aw that sucks ,negative
2229,omgggg life is so hard right now  i want outttttt ..,negative
